# Thu May 24 11:29:43 2018   epoch: 1527154183.79  ecg_per_packet: 8
# seqID, timestamp_in_sec, ecg_data
2, 181.049581, -1196.032
-1, -1, -1196.032
-1, -1, -1228.8
-1, -1, -1212.416
-1, -1, -1228.8
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1212.416
3, 181.109613, -1196.032
-1, -1, -1196.032
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1228.8
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1179.648
4, 181.170625, -1228.8
-1, -1, -1228.8
-1, -1, -1196.032
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1228.8
-1, -1, -1228.8
-1, -1, -1196.032
5, 181.231613, -1212.416
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1179.648
-1, -1, -1196.032
-1, -1, -1179.648
-1, -1, -1245.184
-1, -1, -1228.8
6, 181.322593, -1212.416
-1, -1, -1212.416
-1, -1, -1228.8
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1179.648
-1, -1, -1245.184
7, 181.383629, -1212.416
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1212.416
-1, -1, -1228.8
-1, -1, -1228.8
-1, -1, -1196.032
-1, -1, -1179.648
8, 181.444609, -1196.032
-1, -1, -1196.032
-1, -1, -1228.8
-1, -1, -1212.416
-1, -1, -1179.648
-1, -1, -1179.648
-1, -1, -1212.416
-1, -1, -1212.416
9, 181.505585, -1179.648
-1, -1, -1179.648
-1, -1, -1179.648
-1, -1, -1179.648
-1, -1, -1245.184
-1, -1, -1228.8
-1, -1, -1212.416
-1, -1, -1196.032
10, 181.565573, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1179.648
-1, -1, -1212.416
-1, -1, -1228.8
11, 181.625637, -1146.88
-1, -1, -1146.88
-1, -1, -1146.88
-1, -1, -1163.264
-1, -1, -1212.416
-1, -1, -1245.184
-1, -1, -1212.416
-1, -1, -1179.648
12, 181.685605, -1163.264
-1, -1, -1163.264
-1, -1, -1163.264
-1, -1, -1228.8
-1, -1, -1212.416
-1, -1, -1212.416
-1, -1, -1212.416
-1, -1, -1179.648
13, 181.745573, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1212.416
-1, -1, -1212.416
-1, -1, -1228.8
-1, -1, -1228.8
-1, -1, -1212.416
14, 181.805589, -1228.8
-1, -1, -1228.8
-1, -1, -1196.032
-1, -1, -1212.416
-1, -1, -1228.8
-1, -1, -1228.8
-1, -1, -1196.032
-1, -1, -1179.648
15, 181.865581, -1228.8
-1, -1, -1228.8
-1, -1, -1212.416
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1228.8
16, 181.925597, -1212.416
-1, -1, -1212.416
-1, -1, -1212.416
-1, -1, -1212.416
-1, -1, -1179.648
-1, -1, -1228.8
-1, -1, -1228.8
-1, -1, -1228.8
17, 181.986625, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1228.8
-1, -1, -1212.416
-1, -1, -1179.648
18, 182.047613, -1179.648
-1, -1, -1179.648
-1, -1, -1228.8
-1, -1, -1228.8
-1, -1, -1228.8
-1, -1, -1196.032
-1, -1, -1179.648
-1, -1, -1196.032
19, 182.108633, -1212.416
-1, -1, -1212.416
-1, -1, -1212.416
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1212.416
-1, -1, -1196.032
-1, -1, -1212.416
20, 182.169609, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1196.032
-1, -1, -1212.416
-1, -1, -1212.416
